comparison,human_gse,mouse_gse,tfidf_cosine,shared_cui_count,shared_idf_sum,shared_cuis,human_title,mouse_title
human_mouse,GSE79133,GSE64099,0.35555389453731284,10,45.589051547531035,"['C0004793', 'C0017272', 'C0023621', 'C0023622', 'C0023625', 'C0162326', 'C0162327', 'C0872147', 'C1519249', 'C3853789']",HEK293 cells 100 cell RNAseq profiling  on Illumina NextSeq 500,Transcriptome profiling for genes transcriptionally regulated by Smchd1 in lymphoma cell lines.
human_mouse,GSE86611,GSE73697,0.3550895719397523,41,193.9820891453136,"['C0001483', 'C0001486', 'C0001490', 'C0009932', 'C0017262', 'C0019183', 'C0022131', 'C0086418', 'C0120285', 'C0185117', 'C0205263', 'C0205396', 'C0243148', 'C0308718', 'C0362046', 'C0370079', 'C0439227', 'C0552545', 'C0564385', 'C0596290', 'C0728976', 'C1046528', 'C1155008', 'C1155046', 'C1160185', 'C1263960', 'C1514485', 'C1514559', 'C1519311', 'C1519598', 'C1523326', 'C1547100', 'C1550043', 'C2911684', 'C3854321', 'C4318409', 'C4524824', 'C4699379', 'C4727711', 'C5236074', 'C5552946']","Genome-wide RNA-sequencing of human islets 48 hour after transduction with adenoviruses expressing either GFP (control), or histone chaperone ASF1B.","Genome-wide RNA-sequencing of mouse islets 48 hour after transduction with adenoviruses expressing either GFP (control), or constitutively active forms of the transcription factors, Nfatc1 or Nfatc2."
human_mouse,GSE72502,GSE65177,0.35488381110653466,10,35.74765572125508,"['C0205409', 'C0750927', 'C0752248', 'C1449575', 'C1548221', 'C1764827', 'C1956267', 'C4055498', 'C4706387', 'C5552813']",Healthy donor PBMC RNA-seq with or without interferon-alpha stimulation,RNAseq comparison of gene expression profiles in ScxGFP positive cells and ScxGFP negative cells from E13.5 forelimb samples
human_mouse,GSE62526,GSE56786,0.354663907584142,10,28.4637262057749,"['C0017262', 'C0017263', 'C0185117', 'C0752248', 'C1160700', 'C1327760', 'C1449575', 'C1513400', 'C1517486', 'C5552813']",Gene expression profiling of melanoma cell lines by high throughput sequencing,Gene expression profiling of small intestinal eosinophils of BALB/c mice after stimulation with GM-CSF
human_mouse,GSE69233,GSE66706,0.3544328735756995,6,22.44561485037594,"['C0009585', 'C0009586', 'C0162340', 'C1880156', 'C4086963', 'C4760607']",The lncRNA LUST promotes CCICs self-renewal stimulating the wnt/b-catenin signaling activation [RNA-Seq],LRP8-Reelin-regulated Neuronal (LRN) Enhancer signature underlying learning and memory formation (RNA-Seq 1)
human_mouse,GSE87187,GSE68822,0.35407623313700265,4,27.968133757507335,"['C0023434', 'C0023484', 'C0023492', 'C2004493']","The anti-leukemic effect of R-2HG depends on its acting as an m6A mRNA modifier-RNA Seq-Resistant, sensitive and healthy control",MLL1 and MLL fusion proteins play distinct roles in regulating MLLleukemic transcription program [RNA-Seq]
human_mouse,GSE79608,GSE94595,0.35392359620287556,15,76.00006597814536,"['C0009450', 'C0016030', 'C0040557', 'C0040558', 'C0086418', 'C0205339', 'C0439663', 'C0948075', 'C1167395', 'C1546634', 'C1550637', 'C1819995', 'C2242472', 'C3178810', 'C3714514']",Toxoplasma gondii remodels the cis-regulatory landscape of infected human host cells [RNA-seq],Divergent co-transcriptomes of different host cells infected with Toxoplasma gondii reveal cell type-specific host-parasite interactions
human_mouse,GSE84359,GSE92263,0.35381375331377984,9,33.344154445815356,"['C0008972', 'C0018017', 'C0557651', 'C0947630', 'C1546459', 'C1705923', 'C2603343', 'C2930505', 'C2979882']",RNA-seq of primary patient AML samples,Mechanisms of Myelocytic Nitric Oxide Synthases Against Hypoxia-Induced Pulmonary Hypertension
human_mouse,GSE61797,GSE55870,0.35351517780107933,17,90.72448602618317,"['C0006644', 'C0016030', 'C0021135', 'C0054427', 'C0752248', 'C0936012', 'C1366462', 'C1513400', 'C1533691', 'C1546634', 'C1550637', 'C1705589', 'C2827718', 'C3812373', 'C4277548', 'C5238924', 'C5552813']",Gene expression profiling of TGF-B/PDGF-induced CAF,Gene Expression Analysis of Cancer-Associated Fibroblast (CAF) compared to Normal Fibroblast (NF) [RNA-seq]
human_mouse,GSE96714,GSE73803,0.3533195728461495,10,38.392678381415735,"['C0009932', 'C0243148', 'C0308718', 'C0543419', 'C0728976', 'C1280500', 'C1301751', 'C1368999', 'C1547100', 'C2348382']",RNA_seq and Ribo_seq analyses of control and Nutlin3a-treated MCF7 cells (20 hrs),Effect of LSD1 depletion on gene expression in oocytes
human_mouse,GSE106520,GSE55633,0.3533082954060044,5,31.202066201694162,"['C0027950', 'C0200633', 'C4054040', 'C4054355', 'C5204473']",RNA-seq in neutrophils from patients with intracranial aneurysms,Gene expression profile of metastasis-associated neutrophils
human_mouse,GSE61945,GSE86568,0.35320303232494493,11,51.99280891923648,"['C0002793', 'C0007589', 'C0030274', 'C0346647', 'C0424215', 'C0771711', 'C1159442', 'C1268125', 'C1511938', 'C2945687', 'C4037927']",Human fetal pancreas transcriptome analysis,"Transcriptional Maintenance of Pancreatic Acinar Identity, Differentiation and Homeostasis by PTF1A [E18.5 RNA-Seq]"
human_mouse,GSE45326,GSE99120,0.3531730867477879,17,66.07454697421369,"['C0017260', 'C0040649', 'C0162801', 'C0441889', 'C0456079', 'C0597298', 'C0936012', 'C1136156', 'C1294197', 'C1519595', 'C1537811', 'C1547707', 'C1561491', 'C2936624', 'C4723641', 'C5551416', 'C5551417']",Identification of expressed and conserved human non-coding RNAs,RNA-Seq of hematopoietic stem cells from vehicle and estrogen-treated mice
human_mouse,GSE53697,GSE98969,0.3531408626916546,15,80.80507651518755,"['C0002395', 'C0010934', 'C0035668', 'C0050841', 'C0086418', 'C0228318', 'C0242656', 'C0280573', 'C0449258', 'C1843013', 'C1847200', 'C1863052', 'C3554452', 'C4318409', 'C5446366']",RNAseq in Alzheimer's Disease patients,Single cell RNA-seq identifies a unique microglia type associated with Alzheimerâs disease [RNA]
human_mouse,GSE85782,GSE96972,0.35297639427113664,9,48.35299108589743,"['C0015350', 'C0079323', 'C0932050', 'C1323260', 'C1333497', 'C1417215', 'C3889469', 'C4086963', 'C4760607']",Laminin-guided highly efficient endothelial commitment from human pluripotent stem cells [Bulk RNA-Seq],RNA-seq of B16-F10 cells cultured on the ECM of SMCs treated with siRNA and B16-F10 tumor conditioned media
human_mouse,GSE106336,GSE74490,0.35294857865377405,11,50.222220159896686,"['C0030297', 'C0039798', 'C0087111', 'C0235974', 'C0332281', 'C0346647', 'C0346976', 'C1522326', 'C1533734', 'C1705169', 'C4520964']",Transcriptional changes in pancreatic cancer cells associated with gemcitabine resistance,Transcriptome of cancer associated fibroblasts before and after triptolide treatment in pancreatic cancer
human_mouse,GSE62526,GSE68818,0.35276483342543724,12,32.67467250181565,"['C0017262', 'C0017263', 'C0185117', 'C0752248', 'C1160700', 'C1327760', 'C1449575', 'C1513400', 'C1517486', 'C4086963', 'C4760607', 'C5552813']",Gene expression profiling of melanoma cell lines by high throughput sequencing,"RNA-seq gene expression profiling in resting murine B cells from WT or KMT2D knockout mice, before and after stimulation with LPS, IL4, and anti-CD180"
human_mouse,GSE42212,GSE93947,0.35260688643204124,10,36.96646719815681,"['C0008972', 'C0018017', 'C0557651', 'C0947630', 'C1546459', 'C1705923', 'C1707455', 'C2603343', 'C2930505', 'C2979882']",Quantitative analysis of proliferative and Ras-induced senescent human primary fibroblasts transcriptomes,Oncogenic PIK3CA(H1047R) and CTNNB1(stab) in intestinal organoids
human_mouse,GSE85854,GSE83218,0.3524781633057173,4,15.926275119050402,"['C1883559', 'C2700323', 'C5205215', 'C5444688']",Transcriptome analysis of alternative splicing events in WT and P-KO H9 cells,Identification of Sin3B regulated genes in HSCs
human_mouse,GSE53280,GSE59623,0.352449450590527,12,59.62577015249777,"['C0009450', 'C0036111', 'C0036117', 'C0205263', 'C0205339', 'C0439663', 'C0752248', 'C0948075', 'C1299043', 'C2242472', 'C3178810', 'C3714514']",Transcriptomic profiling of HeLa cells infected with Salmonella Typhimurium,RNA-seq analysis of MEF cell transcriptome after Salmonella Typhimurium infection
human_mouse,GSE55391,GSE93306,0.35241348274191103,10,48.844504836876695,"['C0002778', 'C0027819', 'C0035335', 'C0700095', 'C0872262', 'C0920317', 'C0936012', 'C1524024', 'C4054120', 'C4744367']",TET1-mediated hydroxymethylation facilitates hypoxic gene induction in neuroblastoma,Genome-wide mRNA expression analyses revealed dysregulation of genes important for sympathetic neuron development in isl1 cko and hypomorphic mutant embryos.
human_mouse,GSE89895,GSE67335,0.3520288560810444,3,13.140733460287699,"['C0726639', 'C1825598', 'C4049986']",Impact of regulatory variation across human iPSCs and differentiated cells,Impact of Lef1 overexpression on follicular helper T (Tfh) differentiation
human_mouse,GSE34448,GSE36026,0.3517712293291235,15,76.21156195332038,"['C0332158', 'C0332281', 'C0337611', 'C0392367', 'C0752248', 'C1511726', 'C1522634', 'C1546437', 'C1705415', 'C1707908', 'C1708634', 'C2700640', 'C3245479', 'C3245509', 'C3714741']",RNA Subcellular CAGE Localization from ENCODE/RIKEN,RNA-seq from ENCODE/LICR
human_mouse,GSE66014,GSE64899,0.3512955800345904,11,67.47851981209845,"['C0023418', 'C0033027', 'C0085164', 'C0085669', 'C0144507', 'C0205263', 'C1279296', 'C1334889', 'C1335068', 'C1704918', 'C5447830']",Global Gene Expression analysis of CUTLL1 cell lines after treatment with Perhexiline,Expression profiling of mouse T-ALL (Vav-tTA;TRE-GFP-shIkaros primary leukemia ALL211) cells following Ikaros restoration
human_mouse,GSE66014,GSE64893,0.3512955800345904,11,67.47851981209845,"['C0023418', 'C0033027', 'C0085164', 'C0085669', 'C0144507', 'C0205263', 'C1279296', 'C1334889', 'C1335068', 'C1704918', 'C5447830']",Global Gene Expression analysis of CUTLL1 cell lines after treatment with Perhexiline,Expression profiling of mouse T-ALL (Vav-tTA;TRE-GFP-shIkaros primary leukemia ALL65) cells following Ikaros restoration
human_mouse,GSE39757,GSE59269,0.35124191754901135,10,48.01512990972569,"['C0007634', 'C0017262', 'C0185117', 'C0752248', 'C0936012', 'C1412697', 'C1845055', 'C2699992', 'C4318632', 'C5202941']",Transcriptomic analysis of XIST+ and XIST- hES cells,Transcriptome analysis of WT and ATRX KO Cast x 129 mouse ES cells
human_mouse,GSE95587,GSE80102,0.3511290679531889,8,50.673031020732125,"['C0020786', 'C0020787', 'C0331820', 'C0600091', 'C1441613', 'C1709701', 'C3274850', 'C5237951']",Heterogeneity in neurodegenerative disease,Etv target genes in mouse alveolar type II cells
human_mouse,GSE55689,GSE89834,0.35101922182912876,18,101.60400710585026,"['C0018956', 'C0025360', 'C0030705', 'C0229601', 'C0265219', 'C0280451', 'C0280745', 'C1418245', 'C1511124', 'C1515655', 'C1550655', 'C1705908', 'C1879299', 'C2698684', 'C3273357', 'C3463824', 'C3900098', 'C4330725']",Myelodysplastic syndromes are propagated by rare and distinct human cancer stem cells in vivo,RNA sequencing of mouse bone marrow cells from transgenic mice following short term induction of mutant U2AF1(S34F) or U2AF1(WT) expression concurrent with sudemycin D6 (or vehicle) treatment in vivo
human_mouse,GSE97165,GSE57959,0.35089857111195316,5,21.34151050341157,"['C0162327', 'C0439231', 'C4086963', 'C4745110', 'C4745111']",RNAseq study of synovial biopsies after triple DMARD treatment,Comparison of expression data of  2 & 4- months old  CRYAAN101D versus CRYAAWT lenses
human_mouse,GSE106545,GSE84125,0.3506879936433851,21,78.08163275893334,"['C0007634', 'C0008972', 'C0018017', 'C0234225', 'C0332197', 'C0557651', 'C0752248', 'C0947630', 'C1546459', 'C1689985', 'C1705923', 'C1883559', 'C2603343', 'C2700323', 'C2930505', 'C2936621', 'C2936622', 'C2979882', 'C3178810', 'C5205215', 'C5444688']",Next Generation Sequencing Facilitates Quantitative Analysis of Wild Type and AXL-/- astrocytes Transcriptomes,Gene expression profiles in naÃ¯ve and activated CD4+ T cells from WT and Capicua (Cic)-deficient mice
human_mouse,GSE77958,GSE93947,0.3506256362847092,9,33.344154445815356,"['C0008972', 'C0018017', 'C0557651', 'C0947630', 'C1546459', 'C1705923', 'C2603343', 'C2930505', 'C2979882']",Next Generation Sequencing Facilitates Quantitative Analysis of ISL1 Regulated Transcriptomes,Oncogenic PIK3CA(H1047R) and CTNNB1(stab) in intestinal organoids
human_mouse,GSE66014,GSE54447,0.35022413829988,11,67.47851981209845,"['C0023418', 'C0033027', 'C0085164', 'C0085669', 'C0144507', 'C0205263', 'C1279296', 'C1334889', 'C1335068', 'C1704918', 'C5447830']",Global Gene Expression analysis of CUTLL1 cell lines after treatment with Perhexiline,Expression profiling of mouse T-ALL (Vav-tTA;TRE-GFP-shIkaros primary leukemia ALL101) cells following Ikaros restoration [RNA-Seq]
human_mouse,GSE68395,GSE85234,0.34981736714136147,5,25.685908423224188,"['C0007589', 'C1159970', 'C1417683', 'C1417684', 'C1817634']",RNA-seq analysis of gene expression patterns during hESC neural differentiation,Inference of differentiation time for single cell transcriptomes using cell population reference data
human_mouse,GSE94969,GSE58363,0.3495429497613021,14,52.594372543942875,"['C0017262', 'C0185117', 'C0205615', 'C0443199', 'C0752248', 'C0876956', 'C1549478', 'C1705242', 'C1882495', 'C2911684', 'C3854321', 'C4554467', 'C4699379', 'C5552712']",Expression analysis of primary human monocytes stimulated with an anti-TLR10 mAb (5C2C5),Differential expression analysis for RNA-seq data between cardiac progenitor and uncommitted cells at day 4.75
human_mouse,GSE52202,GSE77681,0.34953458435500284,41,226.56309473663066,"['C0002736', 'C0007294', 'C0007595', 'C0012634', 'C0017262', 'C0017925', 'C0026636', 'C0028432', 'C0029896', 'C0079941', 'C0085084', 'C0185117', 'C0205216', 'C0236642', 'C0311432', 'C0338451', 'C0560175', 'C1325398', 'C1414860', 'C1420306', 'C1428691', 'C1456383', 'C1517945', 'C1561643', 'C1654621', 'C1704945', 'C1736727', 'C1822695', 'C1862939', 'C2911684', 'C2931786', 'C3538797', 'C3854321', 'C3888060', 'C4042934', 'C4055506', 'C4505106', 'C4505142', 'C4699379', 'C4761515', 'C5575508']",iPSC derived motor neuron cultures from C9ORF72 carriers,C9orf72 is required for proper macrophage and microglial function in mice
human_mouse,GSE74270,GSE57959,0.3493453528922566,11,29.83716625145572,"['C0017262', 'C0162327', 'C0162801', 'C0185117', 'C0917793', 'C1294197', 'C1511726', 'C1546437', 'C3245479', 'C3714741', 'C4086963']","RNA sequencing of Formalin-Fixed, Paraffin-Embedded Specimens for Gene Expression Quantification and Data Mining",Comparison of expression data of  2 & 4- months old  CRYAAN101D versus CRYAAWT lenses
human_mouse,GSE72509,GSE89195,0.34919642632752795,10,75.41159020113425,"['C0014060', 'C0024131', 'C0024141', 'C0409974', 'C0409977', 'C0409979', 'C0521471', 'C4724445', 'C4750787', 'C5574816']",SLE lupus RNA-seq,"Investigating the effect of NIK SMI1, a small molecule inhibitor of NIK, on TWEAK-stimulated Mouse renal proximal tubule-interstitial epithelial cells (RPTEC)"
human_mouse,GSE84358,GSE55744,0.3491893204999962,12,39.77783142325259,"['C0008972', 'C0018017', 'C0557651', 'C0752248', 'C0947630', 'C1546459', 'C1705923', 'C2603343', 'C2930505', 'C2979882', 'C4086963', 'C4760607']",RNA-seq of ASXL2 shRNA KD in SKNO-1 cells,Comparison of the transcriptional profiles of male E13.5 wild type and L/H-Pgds-/- gonads
human_mouse,GSE77958,GSE84125,0.34918504595429406,12,43.58006017734435,"['C0008972', 'C0018017', 'C0557651', 'C0752248', 'C0947630', 'C1546459', 'C1705923', 'C2603343', 'C2930505', 'C2936621', 'C2936622', 'C2979882']",Next Generation Sequencing Facilitates Quantitative Analysis of ISL1 Regulated Transcriptomes,Gene expression profiles in naÃ¯ve and activated CD4+ T cells from WT and Capicua (Cic)-deficient mice
human_mouse,GSE70084,GSE69374,0.34916487599814344,10,37.780209131091894,"['C0004793', 'C0026661', 'C0035696', 'C0162326', 'C0162327', 'C0887945', 'C0887955', 'C1519249', 'C3853789', 'C3898448']",RNA sequencing of mechanically strained NHEKs and control NHEKs,Transcriptional profiling of BXD dorsal root ganglia
human_mouse,GSE67713,GSE74762,0.34892871462630315,7,40.340038051694556,"['C0007137', 'C0279637', 'C0334094', 'C0349534', 'C0585362', 'C1412036', 'C1514485']","DLX3 alters transcriptomic profile of adhesion, cell cycle, and cell death in Squamous Cell Carcinoma Cells",Sequencing analysis of proliferative heterogeneity in squamous cell carcinomas
human_mouse,GSE94120,GSE97196,0.3488740417743543,10,30.818464165680858,"['C0008972', 'C0557651', 'C0871261', 'C0947630', 'C1704632', 'C1705923', 'C1706817', 'C2603343', 'C2911692', 'C3844738']",Transcriptome-wide response to synthetic chromatin protein PcTF,RNAseq profiling of AMCase-expressing lung epithelial cells
human_mouse,GSE79130,GSE70904,0.3487822596430358,5,19.068122383743287,"['C0004793', 'C0162326', 'C0162327', 'C1519249', 'C3853789']",Transcriptome profiling of single HEK293 cells with UMIs sequenced on Ion Torrent Proton (Run 20151215),Eed inactivation in Cdkn2a-null MLL-AF9 transformed cells
human_mouse,GSE51984,GSE99235,0.3486169032648142,5,19.5032370914291,"['C0001675', 'C0683572', 'C0751606', 'C1706450', 'C4323874']",RNA-Seq analysis of human adult peripheral blood populations,Single cell RNA-seq of mouse lung vascular transcriptomes
human_mouse,GSE77530,GSE75300,0.3485516119250845,7,34.37216116831087,"['C0017636', 'C0035335', 'C0086418', 'C0349543', 'C1621958', 'C3828832', 'C4318409']",Gene expression in human glioblastoma specimens,Contribution of classical end-joining to PTEN inactivation in p53-mediated glioblastoma formation and drug-resistant survival
human_mouse,GSE77902,GSE79416,0.34853608588520874,8,37.535465141342726,"['C0887909', 'C1333224', 'C2982391', 'C3494264', 'C4321505', 'C4521304', 'C4521469', 'C5380143']",RNA-Seq of siRNA-mediated knockdown of the lncRNA SLNCR1 in WM1976 melanoma cells,Altered expression profile of long non-coding RNA and mRNA in mice cortex around bleeding areas after subarachnoid hemorrhage
human_mouse,GSE85854,GSE55744,0.3484864208336199,7,22.35995209648764,"['C0752248', 'C1883559', 'C2700323', 'C4086963', 'C4760607', 'C5205215', 'C5444688']",Transcriptome analysis of alternative splicing events in WT and P-KO H9 cells,Comparison of the transcriptional profiles of male E13.5 wild type and L/H-Pgds-/- gonads
human_mouse,GSE85854,GSE73693,0.3483226745151263,5,17.884927379781395,"['C1883559', 'C2700323', 'C4086963', 'C5205215', 'C5444688']",Transcriptome analysis of alternative splicing events in WT and P-KO H9 cells,Whole transcriptome sequencing of  WT and PRDM15KO mESCs
human_mouse,GSE84359,GSE72129,0.34821806018338614,10,35.56688512721185,"['C0008972', 'C0018017', 'C0557651', 'C0752248', 'C0947630', 'C1546459', 'C1705923', 'C2603343', 'C2930505', 'C2979882']",RNA-seq of primary patient AML samples,Next Generation Sequencing Facilitates Quantitative Analysis of Sensory Neurons Transcriptomes in response to Trophic Withdrawal
human_mouse,GSE37061,GSE70244,0.3477557777121541,10,48.99948638145098,"['C0002778', 'C0768899', 'C0872262', 'C0920317', 'C0936012', 'C1524024', 'C1622499', 'C1658628', 'C1659549', 'C1818687']",RNA-sequencing analysis of NB4 cells overexpressing miR-125b,Using single-cell RNA-Seq for unbiased analysis of developmental hierarchies (single cell RNA Seq of bone marrow lineage-negative Sca1+ CD117+ cells)
human_mouse,GSE37061,GSE70243,0.3477557777121541,10,48.99948638145098,"['C0002778', 'C0768899', 'C0872262', 'C0920317', 'C0936012', 'C1524024', 'C1622499', 'C1658628', 'C1659549', 'C1818687']",RNA-sequencing analysis of NB4 cells overexpressing miR-125b,Using single-cell RNA-Seq for unbiased analysis of developmental hierarchies (single cell RNA Seq of bone marrow lineage-negative CD117+ CD34+ cells)
human_mouse,GSE79669,GSE74490,0.3477232325221771,5,30.4898452875588,"['C0030297', 'C0235974', 'C0346647', 'C0346976', 'C4520964']",RNA sequencing of human pancreatic cancer cell lines,Transcriptome of cancer associated fibroblasts before and after triptolide treatment in pancreatic cancer
human_mouse,GSE74639,GSE109125,0.34739327557638056,5,23.08910283893171,"['C0033137', 'C0205225', 'C0439612', 'C1335497', 'C5679898']",RNA-Seq of Single Lung Circulating Tumor Cells (CTCs) and primary Tumor Cells from an orthotopic lung xenograft model,ImmGen ULI: Systemwide RNA-seq profiles (#1)
human_mouse,GSE42212,GSE72129,0.3472830582391698,10,36.12923564793641,"['C0008972', 'C0018017', 'C0557651', 'C0947630', 'C1546459', 'C1705923', 'C2603343', 'C2930505', 'C2979882', 'C3178810']",Quantitative analysis of proliferative and Ras-induced senescent human primary fibroblasts transcriptomes,Next Generation Sequencing Facilitates Quantitative Analysis of Sensory Neurons Transcriptomes in response to Trophic Withdrawal
human_mouse,GSE95059,GSE84450,0.3471217769807127,4,21.749233546858065,"['C0439227', 'C0564385', 'C1547059', 'C5452934']",Transcriptomic profiling of normal human cardiac fibroblast treated with halofuginone,ER stress increases alternative splicing of SRFS3âs poison exon.
human_mouse,GSE120890,GSE47703,0.34695715761854606,5,25.054134212951396,"['C0205615', 'C0443199', 'C1549478', 'C1705242', 'C4554467']",Differential expression of genes in AD169-infected MRC5.,Differential programming of B cells in Aicda-/- mice [RNA-Seq]
human_mouse,GSE70833,GSE62824,0.3469065112432256,7,33.94294236410927,"['C1416746', 'C1862225', 'C1883559', 'C2700323', 'C4284124', 'C5205215', 'C5444688']",HCT116 MYC 3' TBE1 (WT) and KO RNA-Seq,Usp16 WT and KO RNA-Seq ckit and sca1 positive cells
human_mouse,GSE104784,GSE59017,0.3468114706486955,51,210.35869801935706,"['C0001675', 'C0002778', 'C0002780', 'C0008972', 'C0017260', 'C0018017', 'C0025663', 'C0025664', 'C0040649', 'C0162801', 'C0441889', 'C0449851', 'C0456079', 'C0557651', 'C0597298', 'C0681836', 'C0683572', 'C0751606', 'C0752248', 'C0753802', 'C0871511', 'C0872262', 'C0920317', 'C0936012', 'C0947630', 'C1136156', 'C1294197', 'C1334891', 'C1513400', 'C1519595', 'C1519941', 'C1524024', 'C1537811', 'C1546459', 'C1547707', 'C1561491', 'C1705024', 'C1705923', 'C1706450', 'C2603343', 'C2930505', 'C2936624', 'C2979882', 'C3178810', 'C3858554', 'C4086963', 'C4323874', 'C4723641', 'C5551416', 'C5551417', 'C5552813']",RNA Sequencing Facilitates Quantitative Analysis of Transcriptomes of human mesenchymal stem cells differentiation from human embryonic stem cells and adult bone marrow mesenchymal stem cells,Next Generation Sequencing Facilitates Quantitative Analysis of Wild Type and dKO round spermatids Transcriptomes
human_mouse,GSE71203,GSE65177,0.3468027873297384,11,43.44451192643266,"['C0079366', 'C0205409', 'C0598442', 'C0750927', 'C0752248', 'C1449575', 'C1548221', 'C1739111', 'C1764827', 'C4706387', 'C5552813']",Transcriptome analysis of RANK-positive and RANK-negative luminal progenitor subpopulations in the human breast,RNAseq comparison of gene expression profiles in ScxGFP positive cells and ScxGFP negative cells from E13.5 forelimb samples
human_mouse,GSE87392,GSE101996,0.3466767784294754,7,41.76817460147794,"['C0007634', 'C0023516', 'C0054964', 'C0085358', 'C1547962', 'C1550647', 'C5417695']",Comparison of Eomes-negative and Eomes-positive human liver NK cells by RNASeq,RNAseq of CD45+ cells excluding mast cells from the skin of K14HPV16 Mcpt5-Cre- and K14HPV16 Mcpt5-Cre+ mice
human_mouse,GSE84013,GSE85303,0.346666306139906,10,46.513671996905394,"['C0001675', 'C0016030', 'C0221928', 'C0683572', 'C0751606', 'C1522447', 'C1546634', 'C1550637', 'C1706450', 'C4323874']",Reprogrammed neurons from adult dermal fibroblasts of patients with Huntington's disease,RNAseq changes in fibroblasts after treatment with selected protein(s) or E16.5 skin extract
human_mouse,GSE62913,GSE81882,0.3465330701585378,5,20.07870684190614,"['C0020792', 'C0205396', 'C1707660', 'C2986383', 'C4053868']",Genome wide transcript and miRNAanalysis of invitro and in-vivo  generated human cardiac samples,Identification of a distinct IL-10 producing subset of innate lymphoid type-2 effector cells with regulatory potential
human_mouse,GSE47399,GSE101605,0.34651217622881075,6,29.756213061762036,"['C0040661', 'C0162327', 'C1705162', 'C1710030', 'C2930586', 'C4086963']",mRNA sequencing identifies differential gene expresssion profiles between ASCC3 knock-down cells and control cells,RNA-sequencing of mouse E14.5 embryonic neural stem cells transduced in vitro with a shRNA against Foxp1 or a scrambled shRNA
human_mouse,GSE92293,GSE95631,0.346494330876885,5,31.202066201694162,"['C0027950', 'C0200633', 'C4054040', 'C4054355', 'C5204473']",RNA-seq in neutrophils from Juvenile Idiopathic Arthritis,Programed cell removal of Neutrophils regulated by calreticulin
human_mouse,GSE70833,GSE78905,0.3464079930047277,9,38.882052065473175,"['C0017337', 'C0079429', 'C1416746', 'C1862225', 'C1883559', 'C2700323', 'C4284124', 'C5205215', 'C5444688']",HCT116 MYC 3' TBE1 (WT) and KO RNA-Seq,"Gene and retrotransposon expression analysis in the F1 hybrid background of B6 and MSM for WT, Pld6 KO, and Dnmt3l KO male germ cells"
human_mouse,GSE38676,GSE69751,0.3462063330963988,8,34.48191279787258,"['C0205307', 'C0752248', 'C0876956', 'C1550457', 'C1550469', 'C1551394', 'C1553386', 'C5552712']",Expression Analysis of Normal and Cancerous Prostate Cells,Gene expression analysis of mice liver tumors isolated from Î²2SP+/-; SMAD3+/- mice
human_mouse,GSE42212,GSE92263,0.34605291142057065,9,33.344154445815356,"['C0008972', 'C0018017', 'C0557651', 'C0947630', 'C1546459', 'C1705923', 'C2603343', 'C2930505', 'C2979882']",Quantitative analysis of proliferative and Ras-induced senescent human primary fibroblasts transcriptomes,Mechanisms of Myelocytic Nitric Oxide Synthases Against Hypoxia-Induced Pulmonary Hypertension
human_mouse,GSE95587,GSE94579,0.3460282498378417,9,55.065156835381444,"['C0020786', 'C0020787', 'C0331820', 'C0600091', 'C1441613', 'C1521970', 'C1709701', 'C3274850', 'C5237951']",Heterogeneity in neurodegenerative disease,Embryonic stem cells-derived neural progenitor cells
human_mouse,GSE69434,GSE67169,0.3459420763928571,10,50.28649300702796,"['C0004793', 'C0021358', 'C0039591', 'C0039597', 'C0162326', 'C0162327', 'C0183885', 'C1422793', 'C1519249', 'C3853789']",The protein and transcript profiles of human semen,mRNA-Seq profiling of Stra8-deficient and wild-type testes
human_mouse,GSE79130,GSE66828,0.34570635170011604,6,21.29085306513978,"['C0004793', 'C0162326', 'C0162327', 'C0752248', 'C1519249', 'C3853789']",Transcriptome profiling of single HEK293 cells with UMIs sequenced on Ion Torrent Proton (Run 20151215),Amydala transcriptome changes in germ-free mice
human_mouse,GSE62913,GSE97690,0.34552199518351956,5,20.07870684190614,"['C0020792', 'C0205396', 'C1707660', 'C2986383', 'C4053868']",Genome wide transcript and miRNAanalysis of invitro and in-vivo  generated human cardiac samples,Identification of Pax7 target genes in muscle progenitor cells from young mice
human_mouse,GSE104736,GSE89952,0.3453081950269826,5,31.424244334934716,"['C0752248', 'C0950153', 'C0950154', 'C0969756', 'C0969757']",Non-synchronized cell cycle transcriptomics in U2OS and HeLa cancer cells,"Transcriptome analysis of murine T-cell lymphoblastic lymphomas induced by HrasG12V, p53 KO and CIC loss-of-function"
human_mouse,GSE63733,GSE69374,0.3451619497552108,10,37.780209131091894,"['C0004793', 'C0026661', 'C0035696', 'C0162326', 'C0162327', 'C0887945', 'C0887955', 'C1519249', 'C3853789', 'C3898448']",RNA-seq data from six cell types for cell type phylogenetics,Transcriptional profiling of BXD dorsal root ganglia
human_mouse,GSE83501,GSE74283,0.34513021645079883,5,30.083820877228277,"['C0014597', 'C1273342', 'C1333410', 'C1512085', 'C3496194']",Human Single Cells - Local lung hypoxia determines epithelial fate decisions during alveolar regeneration,Epithelial cell RNA-seq in aged skin
human_mouse,GSE66928,GSE89196,0.3451213654807228,8,31.71618623467987,"['C0002778', 'C0026902', 'C0086661', 'C0872262', 'C0920317', 'C0936012', 'C1454487', 'C1524024']",GRO-seq analysis of control and Myc-induced U2OS cells,Analysis of genes differencially expressed depending on Myc expression
